date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,server1_ioc,server2_ioc,server1b,server2b,server1b_ioc,server2b_ioc
2016-05-17,14:01:03,Strasbourg,Doubles,WTA,16,Georgina Garcia Perez,Maria Irigoyen,1,srrASrs;RARSsS;RRRR;DSSSS;rrSRr;SrDsRSR;rSSrRr;sSRArS.rAArARR;SDSSS;SSRRrSS;SRSRrsR;rRrSAr;RSrSrR;SRRSsRr;RSSRRSr;rSSsDA;sSsRrs;RRSSSRs;sSss;s/rR/sD/sS/SR/SS/R,2-6 6(5)-7,1,QF,Clay,01:23:24,ESP,ARG,Eva Wacanno,Chen Liang,NED,CHN
2016-05-17,15:43:30,Strasbourg,Doubles,WTA,16,Anabel Medina Garrigues,Gabriela Dabrowski,0,SSRSrRs;RRRR;RSDsSRs;SSRSS;RSrSRR;SSSS;ssSDrS;sSSrS;SsRrss;RSSSrS;RrSSSS;rSsrRR.rSSSS;SRssS;sRrRR;SsRSS;SSsS;SSRsRRR;SsrsS;SSSrS;rSSRRsR;RrSrr;rSSrSRR;RRRSSSR;S/RS/SS/sS/SS/R,7-5 7-6(3),1,QF,Clay,01:40:13,ESP,CAN,Arantxa Parra Santonja,Maria Jose Martinez Sanchez,ESP,ESP
2016-05-18,14:18:25,Strasbourg,Doubles,WTA,16,Nicole Melichar,Chia-Jung Chuang,1,SrsRDAS;SrSSRs;RSRRAr;SrDSSS;rSsRSRS;RRRR;SSRSS;srSsRs;SSrAS;SSSS;sRSsS;SsrSS;s/sS/SS/DR/SR/D.SSSs;srsRSS;RrsRsSS;RrSRR;RrSSrSR;SSSrRS;SRSrSRr;rRSRr;SrsSS;SsSs;rrrSSR;SRRRR;s/rR/RR/sR/sS/SR.R/RS/SR/Sr/Sr/Sr/rR/sR/Ss/S,7-6(3) 6(4)-7 8-10,1,QF,Clay,01:57:57,USA,TPE,Alicja Rosolska,Darija Jurak,POL,CRO
2016-05-20,17:59:11,Nuremberg,Doubles,WTA,16,Shuko Aoyama,Natela Dzalamidze,0,RDRR;RRRR;SSSS;RSSSS;SSRSS;RSsSs;RSSsRRS;RRSRSSS;RDsSRR;SSsrS.SRSSrS;rRSrR;rSSsRRS;DSsRArs;SSsDS;rSSSDS;sSRSS;RrRSR.S/sS/SR/Sr/RS/DD/sR/SS/SS/Ss/SS/R,4-6 6-2 12-10,1,SF,Clay,01:11:59,JPN,RUS,Renata Voracova,Veronika Kudermetova,CZE,RUS
2016-05-21,15:29:56,Nuremberg,Doubles,WTA,16,Shuko Aoyama,Kiki Bertens,0,SsRsRS;RsrsSS;SSRrSRS;RSSSS;ssss;SSsS;RRRR;SSss;RRSRSSr.SASS;RSRRsR;RrSsRr;rSrSsS;RRSSRr;SRRDR;sSSS;rsSSS;SSrRSs;SDSrrr,6-3 6-4,1,F,Clay,01:03:42,JPN,NED,Renata Voracova,Johanna Larsson,CZE,SWE
2016-06-03,17:22:22,French Open,Doubles,WTA,64,Caroline Garcia,Margarita Gasparyan,1,RrSSSS;SSRsRS;RSrRSsSS;sSSDrS;SSSS;sSsrDRSS;SRSSS;rsRsSS;SSsA;RSSrRSrD.RRSSSRRR;sSSRS;SrDRr;SSSs;sSRrSRSS;SRrSRsrr;RDSRSSRsDR;RSSrRSRSsRrR;SSSs;rRSSrsSRSRSRrSSs.RSSrSRSs;RRSRSSRsSRsRSS;sRsSs;RRSSSS;SRrrSsSs;SSSrDS;SSsrs;SrRSRR;SrSSs,4-6 6-4 3-6,1,SF,Clay,02:14:07,FRA,RUS,Kristina Mladenovic,Svetlana Kuznetsova,FRA,RUS
2016-06-05,11:41:51,French Open,Doubles,WTA,64,Caroline Garcia,Ekaterina Makarova,1,SRSsRrSrSRsRSS;RSSRRR;SSAS;RsSSRrrR;sSsA;SRrRsASS;rRRr;SSrRSRRSsS;sRSSrrSRSS.DRSssRSS;sRrRR;SRRRr;rRsRsR;sSsA;SSRRSS;SrSrSS;ArrrSr.RSRSrr;RrSsSRsRSA;rRSASs;rRRD;sRRSSS;SSrss;SrrrSSrSrAsS;sSSRS;RrrSR;SSRSs,3-6 6-2 4-6,1,F,Clay,02:05:48,FRA,RUS,Kristina Mladenovic,Elena Vesnina,FRA,RUS
2016-06-13,15:26:40,Mallorca,Doubles,WTA,16,Eugenie Bouchard,Jelena Jankovic,1,RSSSs;SSRrSrs;SRssS;SRDsRR;srrrAR;SsrrSRr;srRRSR;SSsS;sSrsS;RRSSrSs;SrsrSA;SSsrS;S/sR/rD/sR/Rs/Ss.sArSS;DSRSRSS;SrDssrr;DSDsSS;sSSs;RSsRAs;ssRSA;DRsrr;RSRRsSr;SASs.S/sS/SS/SS/SS/SD/SR/rS/SR/Ss/SS/SR/RR/rS/SS/sr/S,6(4)-7 6-4 15-17,1,R16,Grass,01:53:08,CAN,SRB,Sabine Lisicki,Aleksandrina Naydenova,GER,BUL
2016-06-15,16:41:09,Birmingham,Doubles,WTA,16,Kateryna Bondarenko,Hao-Ching Chan,0,SSRSS;rSsSS;RRSrSR;rSsRRr;SSRSRS;SSSRRS;rrssSS;SRrsRsS;rsrSRR;rSSRsrS.SrRSSs;SRsRSS;SSRSRS;SssS;SrSSS;SRsSRS;srSsrS;RRRR;rRSDSSR;RSSSS;RrSRr;rsRsRr;S/sS/SR/Rr/rR/RS/r,6-4 7-6(5),1,R16,Grass,01:36:53,UKR,TPE,Olga Savchuk,Yung-Jan Chan,UKR,TPE
2016-06-18,16:40:59,Birmingham,Doubles,WTA,16,Hao-Ching Chan,Vania King,1,SSSS;RRSDSSs;SRrSss;SSSS;ArSSrRR;ARrSSA;RSRrsr;SRSSS.SrSsS;sSRDSs;RSRrR;RssSs;SSrDRR;sSsS;sRSrSrr,2-6 1-6,1,SF,Grass,00:58:30,TPE,USA,Yung-Jan Chan,Alla Kudryavtseva,TPE,RUS
2016-06-18,17:56:06,Birmingham,Doubles,WTA,16,Naomi Broady,Karolina Pliskova,0,SSSDS;SRSsS;RsrRSsr;SSSS;RrSsrAR;SsSS;SRSsS;SSSrS.SSSS;SSSRA;RSSRsS;RrSRr;SRSSS;SSsS;ARRSRR;RSSRsS;RrSRR;rRsSSS,6-2 6-4,1,SF,Grass,00:59:08,GBR,CZE,Heather Watson,Barbora Strycova,GBR,CZE
2016-06-19,14:42:18,Mallorca,Doubles,WTA,16,Anna-Lena Friedsam,Gabriela Dabrowski,1,SSsS;RsSRsRS;RsrrsR;SrSSs;SSDsS;SDrSRR;RRsSRSr;RSSRRSs;RrSSSrs;SSrRRSS.RSssrRR;RSSSS;sRSRRSr;SrDRSR;SrsSS;SDRRSss;SRRSRSR;SRSSS,4-6 2-6,1,F,Grass,01:16:34,GER,CAN,Laura Siegemund,Maria Jose Martinez Sanchez,GER,ESP
2016-06-25,16:55:21,Eastbourne,Doubles,WTA,16,Hao-Ching Chan,Darija Jurak,0,sssS;SAsRRS;SRsSS;RSSSS;RSRRR;RSsrRss;RSsSrs;sRRSSS;SSSS;sRSrSrR;SRrSSS;RSSrSrR.RSRsRR;rSRsRR;SRssS;ssRRrSS;RsRrSR;rRSRr;SSSRRS;RsSSRrR;RSRSRR;rrSSSs;SRSRRSR;RSrRSSR;R/SS/sS/Ss/sS/SS.R/RS/sS/rS/SR/Rs/RS/RR/S,5-7 7-6(4) 10-6,1,F,Grass,02:00:20,TPE,CRO,Yung-Jan Chan,Anastasia Rodionova,TPE,AUS
2016-06-30,17:18:02,Wimbledon,Doubles,WTA,64,Vania King,Nao Hibino,1,rASRARRR;RSRSSS;RRSDr;RrrsSR;SSss;SSSRS;RsRSSS;RSRSss;SSRsRRSRSrRSDSsRRr.RrRR;SSRsS;rRrD;RRSSRSrSSS;SSRSRS;rSssS;rDsSrR.SRSSrS;RSSrSRsrss;SSrSrrSs;RSRrSr;SRrssrSRRsSrrSsrSS;SrSSRS;SssS;SRRsSS;SSSS,6-3 1-6 3-6,1,R64,Grass,02:03:33,USA,JPN,Alla Kudryavtseva,Alicja Rosolska,RUS,POL
2016-06-30,18:16:38,Wimbledon,Doubles,WTA,64,Serena Williams,Andreja Klepac,0,SrSDSrRR;SSSs;SARSDRrSsS;ssRRrSSS;RRRssr;SSDRrR;SSRDRR;SRRRr;rSsSA;sRSsrRRR;SSSS;rrSRR.SrsRRSSS;RSrRr;ArSSA;SRRSRSSrRsRD;rRDr;SRsSrS;AsrSS;DSSRSRsrss;SrSSs,7-5 6-3,1,R64,Grass,01:22:52,USA,SLO,Venus Williams,Katarina Srebotnik,USA,SLO
2016-07-01,16:17:04,Wimbledon,Doubles,WTA,64,Anabel Medina Garrigues,Barbora Krejcikova,0,SSSS;SSRSDS;RrRSSSSRrSSS;RRSsSS;SsSs;SSRRsrSRsS;RRsSrr;SsSrs;RrsSSRrSSS;SRSSs.RRSsSS;RRASSS;RrsSAS;SrRSSS;SsSS;SssrS;RSSsrs;sSARs;SRRRSSRSSS;DSsSRRRr.RRSRR;SRRRR;RsSRSS;ARRD;AsSRRSRR;SSsS;rRSSsS;rRsrAR;SSSRRS,4-6 6-4 6-3,1,R64,Grass,01:58:19,ESP,CZE,Arantxa Parra Santonja,Katerina Siniakova,ESP,CZE
2016-07-02,12:13:05,Wimbledon,Doubles,WTA,64,Louisa Chirico,Annika Beck,1,sSSs;sssrRRRSSS;SsSA;srRRsR;RSrRSSRsSA;RRSsSrSS;rsASRRSS;rsSSS;RRrSr;RSsRsS;SRRRsSSRSRSS;rRsRSR.srSSrs;RSRSrSsRSRSS;RSSSRS;RRsRSD;SRSSS;SsARRA;RRsRR;RsrSrSRD;sDSRRR;RRrSSSSS;SRRrR;SRrrR;S/SS/RR/SS/R.rRSrsSSRSrsDRr;sRSsRS;RDSSAs;SRSRRSSS;rSSsS;rSSSrRSS;SSSs;SRSRrR;SSRsRRSrSRSS;SrRSSRSRsS;SSSRs;RRSRSR,7-5 6(1)-7 5-7,1,R64,Grass,02:34:09,USA,GER,Alison Riske,Yanina Wickmayer,USA,BEL
2016-07-02,18:23:21,Wimbledon,Doubles,WTA,64,Serena Williams,Elise Mertens,1,rrsDR;SrSRRsSs;SSsS;srSrrSss;SSSS;SSsrs;SsSRS;rRSRsSrr;SSSS;DDSRsr.SRSSS;RSRrD;RSsSs;ssSS;sRsSA;SSAS;SDRsSRDSAs;SSSrS;RrrR;RRSDr,4-6 4-6,1,R32,Grass,01:11:58,USA,BEL,Venus Williams,An Sophie Mestach,USA,BEL
2016-07-02,19:09:22,Wimbledon,Doubles,WTA,64,Misaki Doi,Polona Hercog,1,RSSsS;SrSsrrSDSrRSsS;RSDRR;rSRsRr;SRSRRSRSSS;sSrDSs;SRASRS;SSSs;ARRRR;sRRRSr;SSRsS;RSSDSRRR.RsSSRRRr;RRrR;RSsSS;SRsrSS;SSARS;RSRSSRRD;SSRSs;SSSDRS;SSSrS,5-7 3-6,1,R64,Grass,01:15:44,JPN,SLO,Elina Svitolina,Mirjana Lucic-Baroni,UKR,CRO
2016-07-02,19:18:10,Wimbledon,Doubles,WTA,64,Martina Hingis,Anna-Lena Friedsam,0,SsSS;DRsSrsrSSRrASRSS;SRsSrRRSSS;SSRRRSSs;DRRSSsSs;rRrSr;SSSS;SrSDRR.RrSsDsRr;ArRSRr;RrsRSD;RsSRrD;SSrRsDSS;SSSS;srsSrS;RsSSRS;RSrRsSSs;SRSsRS;DSSRrSSS;RSRSRSRR,6-2 7-5,1,R64,Grass,01:21:56,SUI,GER,Sania Mirza,Laura Siegemund,IND,GER
2016-07-03,12:46:18,Wimbledon,Doubles,WTA,64,Hao-Ching Chan,Jelena Jankovic,1,rRrSr;SSRss;SSrSRS;SSRsS;sSrSRRrSSS;SsSrS;rSSSRrARrR;SsSA.SSrRRR;rRSSDsRr;SDRRR;rsSRSRSRRSSS;rSSrSs;SSrrRsrr;SRrSSS;SRSrRssS;SRRRSSRsSS;RrRR.RSSRrSSS;ssSrrS;sSRSs;RsSSRs;RRSRR;SSSRS;rRRR;RSrAss,2-6 6-4 2-6,1,R32,Grass,01:53:36,TPE,SRB,Yung-Jan Chan,Aleksandra Krunic,TPE,SRB
2016-07-03,14:14:37,Wimbledon,Doubles,WTA,64,Christina McHale,Vania King,0,SrSRss;rRSRR;SSSRS;SSRRSS;sRrsAS;ssRrRsSRSRSRrr;SrSSRS.SSrSS;RSrSSS;SRRRSSrsRR;sRRSSS;RrrSSSSS;SRRSSS;srSSRA;RSRDR;RRRSR;SrRRSSSrRSSS,6-1 6-4,1,R32,Grass,01:14:01,USA,USA,Jelena Ostapenko,Alla Kudryavtseva,LAT,RUS
2016-07-03,14:52:08,Wimbledon,Doubles,WTA,64,Alize Cornet,Andrea Hlavackova,0,RSSRSS;srDsSS;RsSSRs;sRSSRs;SRrSRR;SRRRSsSS;SSSRS;sDSSS;RrRSR.RSSSS;SSSS;SDrsSDsS;DSDDSR;SSSs;RRSSRSRSSRSS;sDsSS;SSSS;SSRRRD;ssSRRs;SSsS;RSSRRSRsSS;S/Ss/rR/Ss/sR.RRRSr;RRRR;ASSS;sSRRRR;SSRAS;SDrRSR;RrRR;rDSsSS;RRRASr;SRRSSS;SRRSSrSRRR;SSRsrS,6-3 6(2)-7 7-5,1,R32,Grass,02:21:30,FRA,CZE,Xenia Knoll,Lucie Hradecka,SUI,CZE
2016-07-03,15:39:50,Wimbledon,Doubles,WTA,64,Alexandra Panova,Naomi Broady,0,SsSRs;RSSSA;RSRrr;SrSss;SRsrSs;sAss;SSSRS;RrrR;RssARRArSS;sSRSRS;sASS;SRAss;R/ss/sS/sR/sS/Ss/SD/rS/R.SRSRRr;SrrrSR;SSSRs;rSSDRsRSSrsS;SsAA;rsrSSRRSsRSS;SRSSrRrSAS;SsRSS;SsRsrrRR;SRRsRR;rsSrRR;rRRSR;S/Sr/rS/rS/RR/rS/Ss/SS/SS/sR/RA/R,7-6(7) 7-6(10),1,R32,Grass,02:03:09,RUS,GBR,Shelby Rogers,Heather Watson,USA,GBR
2016-07-03,16:29:11,Wimbledon,Doubles,WTA,64,Martina Hingis,Eri Hozumi,0,SSSS;rSRSRSrr;ASsRS;SRRrR;sSrDRR;SSSS;RsSSrS;SrssRRSs;SSRSs.sRSRsRRSRSrr;SrSSS;RsSRRR;SRSRSs;ssRSRS;SSRAs;RRSSRR,6-3 6-1,1,R32,Grass,00:52:48,SUI,JPN,Sania Mirza,Miyu Kato,IND,JPN
2016-07-03,18:14:58,Wimbledon,Doubles,WTA,64,Jocelyn Rae,Ekaterina Makarova,1,SSDSRRSRSS;sSDrRD;sSDSRRSs;SRSSS;SSRsS;SsrSS;RssRss;SSSRS;rDsRSr;RRSSSS;SSrDRr;RrRASSSs.sSSRS;SSsS;sSSA;ARsRsS;SSSS;SRSsS;RrRR;SrSrRR;RSSRrSss;SSRRRD.SRsRSRsS;SRSSS;SSRARS;SDRSSs;SrDrSr;SSrSS;RrRSSSSS;SrrsSRRr;SRRRr;SSSs,5-7 6-4 4-6,1,R64,Grass,01:54:21,GBR,RUS,Anna Smith,Elena Vesnina,GBR,RUS
2016-07-04,12:42:23,Wimbledon,Doubles,WTA,64,Michaella Krajicek,Mariana Duque-Marino,0,RrSSrSSS;RSRRSSss;SrsrSs;RSssS;SSSRRA;SARSS;SsRRSS;RsSsrS;sRsSS;SSRrSRss;sRsRSS;ASAS;R/SS/SS/RR/rS/SS/SS/R.SSrrrSsrSRRR;SSSS;RrSrsR;RSSSS;SssS;SRDSsA;SDSsrA;SsRRRSRR;RSrSSrSS;SSSS,7-6(6) 6-4,1,R32,Grass,01:28:12,NED,COL,Barbora Strycova,Monica Puig,CZE,PUR
2016-07-04,12:44:35,Wimbledon,Doubles,WTA,64,Johanna Konta,Darija Jurak,1,SsRrrsDSSs;SsSS;rSSsrDSrARRsSRRsSs;rSrRr;RrRSSR;RSsRRSSrSs;RRSrSSSRrSSs;sSSrs;SsDRrSsrsS;RrSDSR.RRsSsRrSrSSrsRSRSs;RSrRsR;SRSSS;SrSsrS;RSSSs;sRSSRRRSRR;RSSSRS,4-6 1-6,1,R32,Grass,01:24:30,GBR,CRO,Maria Sanchez,Anastasia Rodionova,USA,AUS
2016-07-04,15:49:43,Wimbledon,Doubles,WTA,64,Martina Hingis,Christina McHale,0,RsSSs;RrDSr;SSsRRs;SSSRS;SrsRRsRSSs;SRrRSsRR;SsDSs.rSrSsrSRrr;SRSRsS;RSSRsDrR;RrSSSs;DSDSRSRSRR;SSAS,6-1 6-0,1,R16,Grass,00:46:34,SUI,USA,Sania Mirza,Jelena Ostapenko,IND,LAT
2016-07-04,18:00:00,Wimbledon,Doubles,WTA,64,Shuko Aoyama,Timea Babos,1,ssRDSRRSSS;sSrDSs;RRrSsR;SsAs;RRRr;SASRA;RRRsR.SARsS;sSRDsrRSDR;SSsA;RsRsSS;ASRRsS;SRRSSRRSsS;RsSAs;SSSS;SSsS,1-6 3-6,1,R32,Grass,00:53:12,JPN,HUN,Makoto Ninomiya,Yaroslava Shvedova,JPN,KAZ
2016-07-05,15:06:32,Wimbledon,Doubles,WTA,64,Raquel Atawo,Daria Gavrilova,0,ArAAS;sSrRsS;SsSs;SSSS;sSAS;SRSss;SsSS;rRSsDR;SSSrRs.RrsssDRSSRRr;srSsS;SssS;ssss;RsSSRs;SRSsS;SRSSA;sSRss;DrSSrR,6-3 6-3,1,R16,Grass,01:02:14,USA,AUS,Abigail Spears,Daria Kasatkina,USA,RUS
2016-07-05,18:46:55,Wimbledon,Doubles,WTA,64,Serena Williams,Andrea Hlavackova,1,SsSs;SSSs;sDSSA;rrSSArsDSs;RSSrSS;SARSRS;ArSArDss;SSDRsA;sRArRssRDSrSSS;RsSrSRRSrSRr.ASAA;SRsrSRss;rRSsSS;SSArRrsRrsSS;rSrArsAS;SSsA;sRDSSRSS;RSSsRrADRR;SrrrsssS,4-6 3-6,1,R16,Grass,01:28:25,USA,CZE,Venus Williams,Lucie Hradecka,USA,CZE
2016-07-06,13:56:29,Wimbledon,Doubles,WTA,64,Ekaterina Makarova,Michaella Krajicek,1,SSrrRSRR;SSRrsA;sSrSrS;SRSRRSSrRsRARr;SAsS;SADSS;sSSRs;RSrsRSSRSrRR;RRrSSSSS.SSrSRs;RrSSSrsS;SrRRR;SSRSRRSA;SDSDSs;RRsSSrsS;SSsrS;RSSARS;SRRsSS;SSsRS,3-6 4-6,1,R16,Grass,01:20:05,RUS,NED,Elena Vesnina,Barbora Strycova,RUS,CZE
2016-07-06,18:40:54,Wimbledon,Doubles,WTA,64,Raquel Atawo,Anna-Lena Groenefeld,1,DSSAS;rsSrSs;SrSDrSSS;SRRrR;RASsRs;SsrSRRSS;RSARrsSs;SSsS;rSrSDR;ssDSRrRR.RsSSs;SSSS;SSsDRRRSrSSS;SSDRsS;rrSssRSS;DRRD;DSrSSS;SsDRRR,4-6 2-6,1,QF,Grass,01:15:32,USA,GER,Abigail Spears,Kveta Peschke,USA,CZE
2016-07-07,14:04:08,Wimbledon,Doubles,WTA,64,Caroline Garcia,Julia Goerges,0,RSsSS;SrSSs;SRsSs;RrSRR;sSsS;RSSSS;DRDSSr;RRsssDrSSRSA;DSRSSS;SRSSS;SsSS;SSRDDSSS;S/rS/Sr/SS/SS/sR/RS/SR/Rr/rS/R.rRsSSA;sSSs;RssRSS;RRsSRsSRSrRSrSDSSRSRDSRr;DSsRss;RrRssr;rSRDR;SSrrSRrsSS;SSrSS,7-6(9) 6-3,1,QF,Grass,01:37:23,FRA,GER,Kristina Mladenovic,Karolina Pliskova,FRA,CZE
2016-07-07,14:12:20,Wimbledon,Doubles,WTA,64,Martina Hingis,Timea Babos,1,DsSsrs;SrrRSSSS;RsrrD;SrRSARSrSS;SssS;SRsss;rSRrR;ssSs.SSDrRR;srsRsRSS;SSsRS;SRsrRsrSRSSS;RRSSrR;sRsSRs;SSSA;DsRrR;SRsSrS;SSSS,2-6 4-6,1,QF,Grass,01:09:11,SUI,HUN,Sania Mirza,Yaroslava Shvedova,IND,KAZ
2016-07-07,18:00:11,Wimbledon,Doubles,WTA,64,Ekaterina Makarova,Serena Williams,0,RRSDR;RSSSRs;RDsSAs;SRSRrSrASA;SARSRS;RDRr;SASA;rrSAsA;SrRSSS;RASSS;SSsS;ssSA;r/SS/RS/As/R.rSSsS;SSSDrA;sSsrRrRSsS;sSsS;sAADS;SSARS;RrArSR;RrSRSR;RAsRrsRR;DSSRSRss.SSSS;SSDSRrSS;SASRrRSA;sRrsRSSS;RRSsss;rsDRSD;SsAA;RrSSrR,7-6(1) 4-6 6-2,1,QF,Grass,02:00:08,RUS,USA,Elena Vesnina,Venus Williams,RUS,USA
2016-07-08,14:11:17,Wimbledon,Doubles,WTA,64,Raquel Atawo,Timea Babos,0,ssSRS;SSrrRR;RSsRSrRR;RSSrrSRSrR;SSSS;sSSA;DDRR;SSSRS;sSrrsrSDSRrR;RRsSRsSrDSSS.RDRSR;SSSS;RRRsR;rsDSSS;sRSrSS;srSSS;RDSsRSSS;sSsS,6-4 6-2,1,SF,Grass,01:14:03,USA,HUN,Abigail Spears,Yaroslava Shvedova,USA,KAZ
2016-07-08,15:43:07,Wimbledon,Doubles,WTA,64,Serena Williams,Julia Goerges,0,srRSRr;rASRRASRSDArrSrSSRsrSRAS;DsAsRS;SsRSS;SRsSRS;rrSSDR;RsSSrRRR;rRRSR;rsSRSs;ArSsrS;ARSRsS;SRRSSrrASA;R/RS/Ss/Rr/RS/R.DRASAS;SSsS;RSAsA;sRARRSrr;sSRSrS;SSRSA;RrRSAsrSRR;SSSS;RSRRR;RSSSA,7-6(3) 6-4,1,SF,Grass,01:35:11,USA,GER,Venus Williams,Karolina Pliskova,USA,CZE
2016-07-09,19:52:42,Wimbledon,Doubles,WTA,64,Serena Williams,Timea Babos,1,SSDRSRSrSS;rRSSDSSRSRSrSS;sASrRrrSSS;sSArS;SRsRrSRD;sRrrr;rrSSSRrsSS;sRSDrR;SRrsrSRSRSSS.sSsS;DSSRSS;RSrSAA;SSDSA;sSSs;SSRrSS;RRSDr;sRsSs;SrsSA;RSRsDSSRSs,3-6 4-6,1,F,Grass,01:27:59,USA,HUN,Venus Williams,Yaroslava Shvedova,USA,KAZ
2016-07-13,13:12:07,Bucharest,Doubles,WTA,16,Valentyna Ivakhnenko,Cristina-Andreea Mitu,0,RrSDD;SRrSrSS;SSSS;SSDRAs;rsrrR;SSDRRsR;SSSs;DSRsRsR;rRRsR;DRSSSS.DDSRR;RSSrDSR;SSRSS;SSsS;SSrRRr;sSSRA;SSSrS;RrssRsS;srDsSrS;sSss,6-4 6-4,1,R16,Clay,01:15:39,RUS,ROU,Marina Melnikova,Alicja Rosolska,RUS,POL
2016-07-13,14:48:17,Bucharest,Doubles,WTA,16,Isabella Shinikova,Irina Maria Bara,1,sDrRR;rSrRR;DRRR;DRDR;SRSRsrS;RSsSS;SrSRSRR;RRRR;SSRDDSS;SrrRR.SSSs;rsRSDR;RSSss;rsSSDRr;sRDrR;srSSs;RRSsrR;SSrSS;RSsSRS;RsRSRSR,4-6 4-6,1,R16,Clay,01:08:35,BUL,ROU,Renata Voracova,Nicoleta Dascalu,CZE,ROU
2016-07-13,16:13:09,Bucharest,Doubles,WTA,16,Cristina Dinu,Alexandra Cadantu,1,SASrS;rSrRSD;SRRSSs;RSrRR;SSDrRr;rRSrsR;SssS.sSSDs;SrSRrD;SRRRr;SSRrRSS;SRSDSS;sSrRSS;srSDrR;RsRSsDR;ssSS;rRsRSsR.S/RS/sS/SR/SR/rS/Sr/SR/S,6-1 4-6 6-10,1,QF,Clay,01:20:01,ROU,ROU,Elena Gabriela Ruse,Katarzyna Piter,ROU,POL
2016-07-14,13:11:49,Bucharest,Doubles,WTA,16,Lenka Kuncikova,Oksana Kalashnikova,1,srrsSA;SSRRRR;RSsRRSs;rsSSrRR;SSRsDS;DSSSRs;SSsS.rRrD;sSRDSDS;SSSs;DSRRssS;RDsSsS;SRSSA;rRsSSS;rSSrrSS;sSArs;RrSSRR;RsRSsS;srRRsR.R/Sr/RR/SS/SD/SS/Ss/s,1-6 7-5 4-10,1,QF,Clay,01:21:26,CZE,GEO,Karolina Stuchla,Yaroslava Shvedova,CZE,KAZ
2016-07-14,14:55:28,Bucharest,Doubles,WTA,16,Jessica Moore,Cristina-Andreea Mitu,1,RsSSrRs;SRsRSS;rRrr;RSSSrS;SrRSSs;RSRSSS;SSRSDRD;RRSsrsS.sRDSRR;SSrRRSR;RSrrR;SSrRRR;rSSSRs;SRsSs;RsSDSRR;RSsrRR;sSrSS;SSRRSS;rSSsrRS;RRsRR.r/SR/SR/Rs/RS/SR/Ss/SS/sS/Ss/SS/SS/sr/RS/sS/SR/S,6-2 5-7 15-17,1,QF,Clay,01:52:46,AUS,ROU,Varatchaya Wongteanchai,Alicja Rosolska,THA,POL
2016-07-17,13:49:57,Gstaad,Doubles,WTA,16,Annika Beck,Lara Arrubarrena-Vecino,0,SRSSDRR;RSSRSRS;RSrDR;DSDrssr;SsRRsRR;sRsRSrS;SrSrSrR.SSRDSDr;SSSrRRS;sSSS;RSSRSS;RrRD;rRRD;RDSSRSS;SssrS;DRDSSsR.s/RS/DR/sD/rr/SR/RS/DD/rs/s,6-1 3-6 10-8,1,F,Clay,01:10:11,GER,ESP,Evgeniya Rodina,Xenia Knoll,RUS,SUI
2016-07-21,13:57:21,Bastad,Doubles,WTA,16,Susanne Celik,Lenka Kuncikova,0,SsRrSS;ssAs;sSrrSS;RsSrDD;SssS;RsrSSDs;SsDRRsS;RRDD.sSSS;rsDSsS;RSRrSSS;SSSS;SsSs;RrRsSSS;sRRSRSR;RSSSS;RSsRSrS;SDrSSS.R/RA/SS/SR/Rs/sS/RD/RS/Sr,2-6 6-4 10-7,1,QF,Clay,01:13:44,SWE,CZE,Rebecca Peterson,Karolina Stuchla,SWE,CZE
2016-07-24,12:09:52,Bastad,Doubles,WTA,16,Cristina-Andreea Mitu,Lesley Kerkhove,1,SSSS;rSAsRs;RRDSSsS;RssDSRS;sSsS;sRSSrs;SDSSS;RRRSSr;SDSrSrS.SSSS;SASS;SRrRR;SsRSDRR;sASS;RSSRSs;RSDrR;DSDSSRR;DRSsDR;SDRrr;SRRDD;SDDSSs,3-6 5-7,1,F,Clay,01:10:46,ROU,NED,Alicja Rosolska,Lidziya Marozava,POL,BLR
2016-07-26,1:19:45,Montreal,Doubles,WTA,32,Simona Halep,Gabriela Dabrowski,0,SRSSS;RsSss;rrSSSS;SSsS;SssS;RRSrSSr;RRSrr;rsDRr;sSSS.RsrsRSA;SSRsS;SSRRRR;SsRRSS;ArrSSS;rSSSRrS;RsRRR;RrSSSrS,6-3 6-2,1,R32,Hardcourt,00:57:16,ROU,CAN,Monica Niculescu,Alla Kudryavtseva,ROU,RUS
2016-07-26,22:14:48,Montreal,Doubles,WTA,32,Angelique Kerber,Christina McHale,1,rSSrDSR;sRADRSA;SrRDR;RRRSr;SSsrS;rSRsSS;rssSs;rrsDSSs;RSsSS;rSSRrSR;SrSRsS;SrRrSr.SDSRRSs;srsSS;SssrrRr;RSSSrrS;rSASS;SRRRSSS;srRRR;RRRsSr;SSss;rRsDR;rsRRR;SRsRRSS.S/RS/SD/SS/Ar/Rs/RS/SS/r,7-5 5-7 6-10,1,R32,Hardcourt,01:41:40,GER,USA,Andrea Petkovic,Asia Muhammad,GER,USA
2016-07-27,0:13:44,Montreal,Doubles,WTA,32,Chen Liang,Karolina Pliskova,1,RRDSR;SSsDS;RSDrr;SSsS;SSSRRA;ASSS;SrRsSrs;SSSS.SRDSrSS;RSSRRAr;rrsrR;RSrsRsS;rSrSsS;RRssSA;ssrRRr;RSrrSsS;SsADS;SSss,2-6 4-6,1,R32,Hardcourt,00:58:03,CHN,CZE,Nicole Melichar,Barbora Strycova,USA,CZE
