date,start_time,tournament,type,tour,draw,server1,server2,winner,pbp,score,adf_flag,round,surface,duration,status,server1_age,server2_age,server1_ioc,server2_ioc,server1_rank,server2_rank
2017-02-05,18:59:54,World Group,Singles,Davis Cup,,Nikola Mektic,Pablo Carreno-Busta,1,rASSs;sASS;rsSrDR;SSrrrsRR;SRRssS;SsRSS;SrsARS;SsSRrrSS;RRrR;SRrrR;srSSrRSrAS;SSSS;S/SS/sr/rS/SR/SS.sDsSs;RSRSRSRr;sSSS;ASRRSs;rSSAS;RRRR;SASRRs.DSRRsSSs;ArRsSRSDAs;rrsSSRARSs;SsSDS;sSrSA;AsSs;rrSSsrRSrSrAsRSs;rSSSA;rrRD;SSRrSs,6(4)-7 1-6 4-6,1,R16,,02:14:48,,,,CRO,ESP,,
2017-02-05,19:50:23,World Group,Singles,Davis Cup,,Antoine Bellier,Steve Johnson,0,SsRSDS;rRrSSSRR;RRRr;AsRSs;srASs;SRSSRS;SDsRrR;SsSs;SsrSrs;SsRSA.rrrsSr;ssSrA;RsRSss;SsSS;SsSS;ASsS;RSssS;SRASS;RssrRR,6-4 6-3,1,R16,,01:00:04,,,,SUI,USA,,
2017-02-05,15:13:03,Group I Americas,Singles,Davis Cup,,Marcelo Tomas Barrios Vera,Jose Olivares,1,sSSS;RSssS;DSsSS;ASsDs;rDRSSR;SsDSs;RsSss;rsrSRssS;rRAsSS;SrSRrr;SRSSS;SsrsRs;s/sA/SS/SA/SS/rS/RD/RS/sS/r.SSSrS;sSRSS;SSSS;RSsss;ASSDRA;SSSs;sRSSrS;SssRS;RsDsRSArSS;SsSS;SSrrRSDSSs;SSDSrrSRsA;R/sS/SS/Ss/Rr,6(8)-7 6(2)-7,1,QF,,01:45:39,,,,CHI,DOM,,
2017-02-05,16:20:09,Group I Americas,Singles,Davis Cup,,Roberto Quiroz,Juan Pablo Varillas,0,DsSSs;srrSSS;SADSrS;sSSrs;SRSss;sDSSRs;SSSs;SRssS;rASsS;rsSRrsrr.Sssrs;rDSsRSsS;sASs;SSDRSrsA;SsSrA;rSRSsS;SSSrs;SSSs;SrAAS;ssRRSRrssS;rSSSS;sSDRrSSS;S/SS/sr/rS/Ss/SA/sS/R,6-4 7-6(6),1,QF,,01:30:19,,,,ECU,PER,,
2017-02-05,18:22:37,Group I Americas,Singles,Davis Cup,,Gonzalo Escobar,Alexander Merino,0,SSRAS;sSrRSS;SRSSS;SASS;sRSss;RssRSDRsAS;SsDsS;rSrRr;sssA.RrsSRSRr;SsSS;rrrsr;DSSSs;RSDDR;ssSS,6-3 6-0,1,QF,,00:47:18,,,,ECU,PER,,
2017-02-05,3:07:32,Group I Asia/Oceania,Singles,Davis Cup,,Denis Istomin,Soon Woo Kwon,1,SRRASS;sssrRs;rSSSrs;sSSs;sRSrRSSrsDRsRSRR;AsArrrss;sSsRS;ssSs;rrrsSR.SsRRRARsAA;RSrrSR;Srsss;sRSSS;SsrSS;RsARSA;RSRSRASrSrSS;SRrSRSSS;RSrSrr;SSSrS;SsSs;sSSRs;r/rs/Ss/Ss/SR/SR/R.SsSs;rSSSs;rSRDsSrSSrAS;RDSSDsDD;SRRAAs;SssS;rrsssS;rASSRrRr.ArRSSA;RRsSRSSDArsS;SRSRSs;sSDSS;RSSSS;RsrsrSRR;AsSs;RSssrS;SRSrRr;SrSSS;srrsss;SRSsS;R/SS/sS/Rr/sR/RS/rS/SS/SA/Sr/RA/SR/rs/r,6-3 6(5)-7 2-6 6(12)-7,1,QF,,03:17:45,,,,UZB,KOR,,
2017-02-05,10:39:43,Group I Asia/Oceania,Singles,Davis Cup,,Ramkumar Ramanathan,Finn Tearney,0,sSSRS;rDSsSs;ASSS;SDSDSRSs;rrDSSSsRAs;SSDSDS;srSARs;RRDSSSSS;srrASs;SRSSs;srrsDsSA;DSrDD.RsrSsRsRSs;ssRSDS;RSSDADsDDsSs;RrRr;DSsSDS;DSRRsARD;DsASA.SRRsDR;srsAA;RDsrsSrR;SRSsrs;rSRSRSrSsDSrsrSrDr;SAAS,7-5 6-1 6-0,1,QF,,02:01:15,,,,IND,NZL,,
2017-02-05,13:17:47,Group I Asia/Oceania,Singles,Davis Cup,,Jose Statham,Yuki Bhambri,0,SSARRS;RSSsRS;sRSRSS;sssRs;SASs;RDSRD;AsDsS;DSSsS;SDrDSsrR;rRAsAs;RRSSRASRsrrD;SSRAS.sARrSS;rDsSsS;SSrAA;SrSDSS;SrSsS;RSRRSr;SsSS;ASsRA;SSsDRS.RSRSDR;srDRr;DSSsrs;SRSSS;RSSsrrSRARss;SRSSS;ssSS;SRSsS;RSDRSSSs;rrSsrR,7-5 3-6 6-4,1,QF,,01:55:23,,,,NZL,IND,,
2017-02-05,9:08:07,Group I Europe/Africa,Singles,Davis Cup,,Marius Copil,Ilya Ivashka,1,RsASA;rSSRARSS;rAAss;rDDAASSS;ASsrs;rsAsrs;AsSrrS;SSSrs;ADsAs;rSArsS;SrsSs;rrssRR.rAAss;SSss;rDSASrss;sRSSs;SrsSs;SSsrA;RArsSS;DSsSDS;SSSS;SDRSRssRSRSrrr.SRSsrS;rRrSr;SRrsrSSrsS;RRASrR;SrSss;sRRSss;sSsrA,5-7 4-6 1-6,1,R16,,02:04:25,,,,ROU,BLR,,
2017-02-05,11:39:48,Group I Europe/Africa,Singles,Davis Cup,,Egor Gerasimov,Adrian Ungur,0,rSrsRSAs;sSrRrr;SASS;RRSRSSsS;ArsSS;SRssrS;SARrrsrSSRRR;SsSS;SSsS;sSRrss;rrRR;rSrrSSRssrRR;D/RR/Rs/SS/SA/sr/S.rrRSr;DrAsRSSRAS;SsrRsS;SSsrs;SRRsSS;SSSRA;SrSsRS;SsAs;sSRsRS;srssA.SSsS;SAsA;ArrSRssRSs;RrrsSSRSAs;rSASrS;SsrSRDARAs;RRRD;rSRSSs;RssrSS;SsRSS,7-6(5) 6-4 6-4,1,R16,,02:17:57,,,,BLR,ROU,,
2017-02-05,13:08:02,Group I Europe/Africa,Singles,Davis Cup,,Hubert Hurkacz,Tomislav Brkic,0,SsSS;SDRSSDrsrR;sSAS;SSSS;rASDSRRASrArSS;SrrsrsSrSrsS;ArrDSssrsrSRDSDR;SrrSSrSS;DDSRSsRsrSSS;SRSSrS;SArSS;SSrSS;S/SS/RD/SS/D.RsSAs;DSsRSS;DsrrsR;rrSSSS;sSRSS;DSSSA;sSAs;SSRSA;rSSSrS;RsrsSS.rsSRRSsS;SsSrs;sSsS;RrSssRSS;SRSRSS;DRRSSSSDRr;SSrsrRRsSs;SSsDRS;RsRrr;rDSsSA;sAsS;rSSRSRSRrR,7-6(1) 4-6 7-5,1,R16,,02:15:36,,,,POL,BIH,,
2017-02-05,13:10:02,Group I Europe/Africa,Singles,Davis Cup,,Frederico Ferreira Silva,Daniel Cukierman,0,sRsSA;ADrrSR;SSSs;SSrsRRss;RSsSS;SSRSRS;SsRSrRRsSs;DRSRSr.srASs;SSDrDR;SrSsA;DSRsSrRR;Ssss;RRSsRR,6-2 6-0,1,R16,,00:57:48,,,,POR,ISR,,
2017-02-05,13:13:49,Group I Europe/Africa,Singles,Davis Cup,,Martin Klizan,Marton Fucsovics,1,RSSRSRRSsS;rsArRR;SASS;SSSS;SSSS;rASSA;ssSS;SSrrSA;SSSS.sASs;SrRSSRSRDSrSSS;sSsA;rSRSSS;SASS;SRRRR;rsrSSrSS;ASSrS;sAsS.rrrSSSSRrSrR;SRSRRsARsS;SSrRSDrSSS;rSRRR;RRSSSS;SrRSrAAs;SRRARSrr;DRDSSSSS;DSSRRR.SSSS;SSSRrS;sASA;SSRArA;SRSDAS;SArSRs;SAADRs;SsrrsS;SASA;SSSDS;SSsrS;SrrSRSSrRASRDsRR,6-3 3-6 3-6 5-7,1,QF,,02:36:21,,,,SVK,HUN,,
2017-02-05,14:40:06,Group I Europe/Africa,Singles,Davis Cup,,Yshai Oliel,Pedro Sousa,0,SSSS;RrRSSR;DrrSSr;SRSSS;RrRR;RSSSRRSS;rRRSR;sSSRs.rRRSSR;SRssS;RRSRSr;RSSSS;RsSRrSSrRr;SSArRS,6-2 6-0,1,R16,,00:44:31,,,,ISR,POR,,
2017-02-05,18:11:11,Group II Americas,Singles,Davis Cup,,Christopher Diaz-Figueroa,Gerardo Lopez Villasenor,0,RSSRsS;SsSDrs;sSSs;sSSs;rsRsADsS;SrsSS;rSsrSS;rsSSs;sDRrSADSAS;ssDss;SsrRSDSS;ssRSrDSRAS;r/Rr/sr/SA/sS/SS/r.RRDSsR;rrsSrSRr;SsRSA;SDSRSS;rSsrss;SRSsS;DsrRAARsSs;SSrsrDRSSs;ArsDRR;SSSS.DSAss;SSsS;SrRrSsss;DSrRsSsRRSSA;DDAAsrSS;RRSSsrDSrsSrrR;rsSRArDr;sSss;RSsSs;SsSRDA;sRrRr;srSSDs.RRsSSRsS;RRSsSS;RsRrR;sSSRA;SRSrrSSrRr;sSss;SsDSRS;SSsrS,6(5)-7 6-4 7-5 6-2,1,QF,,03:20:54,,,,GUA,MEX,,
2017-02-05,19:37:23,Group II Americas,Singles,Davis Cup,,Rodrigo Banzer,Alberto Emmanuel Alvarado Larin,1,SrsSS;SSRRsrsrrR;SSRSs;RSSrRSSS;DsAsS;RrSRSSsRSs;SrrsSA;rRRsr.SrSAS;SRrSRR;RRASrsRSSS;rSSRrR;rsSss;RSRsRSrr,2-6 0-6,1,QF,,00:51:27,,,,BOL,ESA,,
2017-02-05,20:07:55,Group II Americas,Singles,Davis Cup,,Ayed Zatar,Darian King,1,SSrRSs;SRSRSRRR;SSrrAS;SRSrRSSS;rRSSSs;sSSA;rRsSRSsS;sSsS;SRrrR;rSsrsS;SRRSSs;SRRSsS;R/ss/SR/SS/sR.Ssss;RRSsSDrD;Srssrs;sSRSA;SRRsSS;rSsRRr;SRDSRSSS.SSSRRrrr;ssrRSrSs;DRSSSs;sSsS;RsRrSR;rRSsSs;SsrrRsrR,6(2)-7 1-6 1-6,1,QF,,01:38:57,,,,PAR,BAR,,
2017-02-05,22:20:22,Group II Americas,Singles,Davis Cup,,Bruno Britez,Seanon Williams,0,SSRSs;RSRRSR;ASSS;sSrSS;ASADRRRsSS;sSDSS;SSSRS;sSSS;DSrDSSSS.SSDsS;sSrRSS;RrsRsSrSsRRD;ssRSs;SRRSRr;SSsS;ASSDS;ARARSS,6-3 6-2,1,QF,,01:07:24,,,,PAR,BAR,,
2017-02-05,7:03:57,Group II Asia/Oceania,Singles,Davis Cup,,Mohammad Abid Ali Khan Akbar,Hamid Reza Nadaf,1,RSrrR;srsSRS;SsSs;RsRrR;srRsSrSS;SSSRS;SRRsRR;sRSRRr;sSSs;SSsrS;srSSS;Ssss;S/RS/sD/Rr/RS/SR.rrSASS;srSARS;SDSSrRSS;SDRRr;RsRSsS;rrsSSRRR;SRSRDR;SASS;srRRsR;RRDssR.RSssDs;SSrSS;SsRSDS;RRSsSs;SSSA;DSSSA;Ssrss;SRSSrrRR;RSsrRSSDRSSs,7-6(4) 4-6 3-6,1,QF,,02:35:09,,,,PAK,IRI,,
2017-02-05,6:12:52,Group II Asia/Oceania,Singles,Davis Cup,,Ruben Gonzales,David Agung Susanto,0,RSRSAs;rsSSs;SSSRS;sRRsRR;RSASRRSS;RRSSss;RsRRAssA;RRRr.RrssrsRASS;DRrSSr;SAARS;SSRSrRRSSS;rASsS;SSrSRRsRRsSS;SRSss;DSSSRA;DsSSS.SDsDRSSA;SSSA;RrSRR;RsSRsrSrRr;SRrSRSSS;SsSS;sRRrSSsrRR;SDsrsS;DSsSS;RSsSs,6-2 6-3 6-4,1,QF,,02:02:50,,,,PHI,INA,,
2017-02-05,8:42:18,Group II Asia/Oceania,Singles,Davis Cup,,Anthony Susanto,Alberto Lim,0,rrSSRSss;sSSA;RSsRDSrR;RSSrsS;SrRsRR;RrSSRSSS;ssSS;rDrssSRR;AsDRSA;rSrRR;RsrSSDrSrr;RSSsDS.DrRR;RsRSSs;DssSRS;SRrSsrRSSS;RSSsA;ArDRD;srsSRDSrrr;SSRRDsSRsRSS;Rrrr,7-5 6-3,1,QF,,01:25:57,,,,INA,PHI,,
2017-02-05,10:19:04,Group II Asia/Oceania,Singles,Davis Cup,,Muhammad Abid,Shahin Khaledan,1,srSSA;sRSrDR;rsrRsr;sRSSS;RRsARR;SRsrSrSS;sSrRSs;rRrASr;SASRS;SrSSS;RsRrSSSS;RSArSS;s/SD/SS/SR/RA/AS/RS/SS/sR/S.RDSrsSrsRsSDSS;ssss;SRRSRssS;ssRSS;SsAs;SRSSs;SSSS;rSRRsSrsrR;rRssAS,6(8)-7 3-6,1,QF,,01:40:35,,,,PAK,IRI,,
2017-02-05,10:09:55,Group II Asia/Oceania,Singles,Davis Cup,,Jack Wong,Hoang Nam Ly,0,RrSRSR;sSAs;srrSRR;SRSSS;SRsRSS;RRsrr;srSrrR;SsRRRD;rRRsR.rRSRR;RSRSSRSRSs;SSRrrr;SrsrsrSRRr;SSRSRS;SSsS;sSsS;RRrr;RSsRRSSS;sRRSsS;sRsrsS;SRsDss;R/Rr/SS/sS/Ar/sS/SD/rR/Rs/R.SDSRSS;SSRrRr;SsRSrS;sSsrRs;RSrSrR;ssRRSRSS;SDSsRRsS;SSRsDRSS;RRRR;RDSSSRSS,6-3 7-6(8) 6-4,1,QF,,02:31:12,,,,HKG,VIE,,
2017-02-05,9:03:39,Group II Europe/Africa,Singles,Davis Cup,,Mattias Siimar,Lloyd George Muirhead Harris,0,rsSSA;sASrS;sSRSS;sSSs;ssrRSrSrRsRSrSrSSS;RrsSSS;SrsAs;AAss;SSSrrs;rSArSA;DRsSrr;sRrAsS.SssS;SSrSs;srSrSS;ASss;DRsrr;AsSRrrAS;ssss;rSSsS;rsrRsSRR,7-5 6-3,1,R16,,01:17:18,,,,EST,RSA,,
2017-02-05,10:08:42,Group II Europe/Africa,Singles,Davis Cup,,Emil Ruusuvuori,Nikoloz Basilashvili,0,Srsss;SsrSS;rDsrSSrR;ssSrrrRSSRrsDSRsRsss;SRrSRD;sSDSs;rsRSRSSS;RsSDss.RsSSs;SssS;SSSRRS;SSrRsS;rRSsSRrsrSSS;SSRSs;sSRRRAsS;SSSS;SRrSsrrr;rSAsrRRSSS.SRrSsS;SSRRRR;RrSrr;RSssS;RsRsss;rSSSs;RRRR;DSrDsr;RSSrrD;SSSS,6-2 6-4 6-4,1,R16,,01:51:17,,,,FIN,GEO,,
2017-02-05,10:06:53,Group II Europe/Africa,Singles,Davis Cup,,Marsel Ilhan,Petros Chrysochos,1,ArSrSA;SssS;sAArS;SSRSs;ASSS;SrrrR;SArRSS;SrDSSS;RrSRsSSrDr;sSss;SrRrSSrr;DSSAS.RrSrSsSs;SSsS;SSSs;rSSSs;SRDrD;sASS;rSSsS;SrrSRR;SArArrRSSs;sSSs;sArss;RSRSrSrr.rrsRR;RSsrsrRR;RRRr;RsRRSr;rrRR;SRRsSRSS;ARRrSSRSSRSS;rRrr;sArsS;ASrRSS;sSrsRS;SsrrSS;S/RR/RS/SD/SS.SSrss;rSsSDS;SSRSrS;rASrsS;SSsrS;rSssrs;rSsRrr;rARAsS;SSSDs;srsss,7-5 5-7 6(2)-7 4-6,1,R16,,03:02:08,,,,TUR,CYP,,
2017-02-05,10:13:06,Group II Europe/Africa,Singles,Davis Cup,,Malek Jaziri,Patrik Rosenholm,0,RSSRRARr;RrsRssrR;rSsSs;sSsDRS;srRRSSSrrSSs;srDSSA;SSsDA;DSSSRrrsDsRSSrRSrArSsRrR;ssRSrS.sDRSss;sDAss;rAArrSrSsRAS;sssS;rrrSSR;srDSsS;SRsSRRSRsrSS;DARSRsSRrsRsSDSS;RsDARR.AsDSs;rRsRSsrR;AsSs;rrRr;SsSS;sSSS;srsSs,6-3 6-3 6-1,1,R16,,02:06:19,,,,TUN,SWE,,
2017-02-05,10:53:05,Group II Europe/Africa,Singles,Davis Cup,,Nicolaas Scholtz,Vladimir Ivanov,1,ssRArA;rrsASRSrss;SrSsA;ASrrSS;ssSs;SSSDS;srARRAAs;sSRsS;SrrSSA;SDSrsS;DAArrsAA;sssRrS;S/As/RS/SS/rS/s.RsSSS;sSRrRsSS;Ssss;DrrD;SsrSs;RAsrArArsrsDAs;SSSs;AsRrDsSs;SSSS,6(3)-7 3-6,1,R16,,01:30:10,,,,RSA,EST,,
2017-02-05,11:08:01,Group II Europe/Africa,Singles,Davis Cup,,Antso Rakotondramanga,Laurynas Grigelis,0,srRARR;srSsS;rsSRsRSS;ArSSS;SSsrs;SSSA;rsASS;rsrrssSS;srrASA;SArrSrsS.sArrSRSS;SDSsA;ssRrSRsRsS;SSSS;SsrSRS;SsRSRA;sADSs;sRSsS;SrsRSS;SRSrSRSRSA;AAAs;SssrS;S/rS/Sr/RS/sr/AS/sr/S.ARRsrSAS;SSRRSrDsRSsRsRDSSS;SSSS;SRsrSrsS;AsSA;SSsRA;ARSsS;SDAARS;SRAsRRSrSA;rRSSRr,6-4 7-6(6) 6-4,1,R16,,01:57:34,,,,MAD,LTU,,
2017-02-05,12:11:58,Group II Europe/Africa,Singles,Davis Cup,,Reda El Amrani,Frederik Nielsen,0,DDrSr;sSSS;ssRSs;SsrDSrRADsSRsS;DsssS;SSSS;rssRsDRr;SRSsA.Ssss;SRArSRss;SSSrs;DSsSRRAS;ARRSRSsS;SssDs;ADRSSs;rRsRR;SDsSS.RssrRSDsSS;ArArDSSDsS;SsSS;SrSAA;RSArsS;rRSSRR;SRSSRs;rRSsSRsDSS;ssRRSS.SSrrss;SSSs;SSSA;SrSAA;RSSRSs;rRSrAArSSRSs;SrrsrSSA;ARrSSA;RSDrr;sRrsAs,6-2 3-6 6-3 6-4,1,R16,,02:09:28,,,,MAR,DEN,,
2017-02-05,13:37:53,Group II Europe/Africa,Singles,Davis Cup,,Altug Celikbilek,Nicholas Campbell,1,rssrsA;sssRS;rSSsS;SRsrDr;rrASSs;SRrSsS;SRSss;ssSrRS;ssSS.ssDSrs;SsSRA;SsSRrs;DRrR;RSSsRrSS;AArsS;SrrSRSss;SsRsS;DsrRr;sSss;SRDrsssRsS;SrrASS;S/SA/RR/SA/R,3-6 6(1)-7,1,R16,,01:11:49,,,,TUR,CYP,,
2017-02-05,13:36:00,Group II Europe/Africa,Singles,Davis Cup,,Jean-Jacques Rakotohasy,Tomas Vaise,1,SSsA;AArss;sSSDs;SSSs;sARSRs;sRSRrSRsSA;DSRSss;rDRR;RssSA.AARSS;ssSRS;SSrrSRSS;SsSA;RSSSS;DRsADSSS;SSADS;SASRS;SrRSRArsSs;SRrSRD.SSRArRSRSS;SDSsS;RSrsRr;sARRRSAs;SsrSs;SSRss;SRASDRrr;rSSRSrss,3-6 6-4 2-6,1,R16,,01:29:37,,,,MAD,LTU,,
2017-02-05,14:54:04,Group II Europe/Africa,Singles,Davis Cup,,Soren Hess-Olesen,Mehdi Jdi,0,sSrSS;sADRsS;sSRSS;RSSSRS;sssRRs;SsRSS;SRRSRR;DSSDSS;RDSRSR.DRrSsr;SArss;ssRSrrrr;SSrsS;rrSRR;SSSs.SRsRSRrr;SSRSS;SrrrAr;SRSss;rrSSSrrSRR;ssAS,3-6 6-0 6-0,1,R16,,00:59:40,,,,DEN,MAR,,
2017-02-05,15:12:04,Group II Europe/Africa,Singles,Davis Cup,,Lucas Catarina,Grega Zemlja,0,RSsRrSRD;Sssrs;rRSsSrSRSS;SAARrrss;RRrD;SrsrAs;sSRrSRsRRsrSDSsS;SAAS.ssSrRRRsSrDr;ssrsDRrD;SDrSSRrR;ssSA;rSSss;rsSSS;SSrsS;SssA;rDrD.AASS;SsrRDr;SssS;DRRsR;SrrssS;SSss;DSRSSS,6-2 6-3 6-1,1,R16,,01:42:46,,,,MON,SLO,,
2017-02-05,17:27:04,Group II Europe/Africa,Singles,Davis Cup,,Thomas Oger,Tilen Zitnik,1,rrRSSR;SRSSRs;RrSDSD;SArDSs;rRrR;DrArD;srsRSrRD.rRrSsSsRrAAs;rASRsA;RSRssRSrSS;RRssSS;RssDsDRSSs;ArSrrr;SRRsRr;ssRAA;rRRSR;sSsA.SrSsS;SSsS;rsrsDSDr;ASSS;sSSS;SrSRsS;SSRrRR;rssSRS,6-1 4-6 2-6,1,R16,,01:29:40,,,,MON,SLO,,
2017-02-06,15:07:05,World Group,Singles,Davis Cup,,Fabio Fognini,Guido Pella,1,SrRSDD;sSSS;rsRRSr;ARrsRSrSRSRASrSS;SsSS;ssrSS;RSDSSRRARSSS;SSSs.ASrSA;RSSRRSSs;SrASs;SsrSrrRSRr;rrsSrr;RSSAS;SDRRSD;SRRSRSRSSs;SRSSS;SrRSSRsA.RsssS;SSRRRSSs;rSRSDARSsS;sRSsDS;RSrsrSSs;sSSs;sSDSS;rSSrrSRSRSRSsRRSrr;SsSS.sDsrSs;RSRRSssRSRsrAS;RsRRR;ArSSs;RrssDsSS;SrSRRSRSSrrSSs;RSSSs;rSSsrs;sSSA;SrSrSs.RSSRRsSrSrRSss;Ssss;SRRSSs;DsSSS;rsRRr;RsSRrssA;RsSDsrRr;RsssS,6-2 6-4 3-6 4-6 2-6,1,R16,,04:15:49,,,,ITA,ARG,,
